1562663666;520
1562663146;43
1562663103;27290
1562635813;6583
1562629230;6584
1562622646;6583
1562616063;6583
1562609480;53034
1562556446;6584
1562549862;6583
1562543279;6585
1562536694;6584
1562530110;52852
1562477258;3634
1562473624;6585
1562467039;6585
1562460454;6585
1562453869;6585
1562447284;53383
1562393901;6584
1562387317;101224
1562286093;6584
1562279509;6584
1562272925;6583
1562266342;143600
1562122742;6584
1562116158;6586
1562109572;6583
1562102989;6584
1562096405;64233
1562032172;1639
1562030533;25939
1562004594;2374
1562002220;43853
1561958367;6585
1561951782;59263
1561892519;6585
1561885934;6585
1561879349;6585
1561872764;6584
1561866180;345698
1561520482;6583
1561513899;6584
1561507315;6583
1561500732;6585
1561494147;58798
1561435349;6583
1561428766;6584
1561422182;6584
1561415598;6583
1561409015;37380
1561371635;6584
1561365051;6583
1561358468;6584
1561351884;6585
1561345299;176066
1561169233;6586
1561162647;6584
1561156063;6586
1561149477;6585
1561142892;5963
1561136929;53541
1561083388;6583
1561076805;6584
1561070221;6584
1561063637;6583
1561057054;57607
1560999447;6583
1560992864;6584
1560986280;14613
1560971667;31562
1560940105;6585
1560933520;6585
1560926935;6585
1560920350;6585
1560913765;10670
1560903095;6584
1560896511;6583
1560889928;6584
1560883344;56057
1560827287;6583
1560820704;6584
1560814120;162273
1560651847;6583
1560645264;6584
1560638680;6584
1560632096;6584
1560625512;121808
1560503704;6584
1560497120;6586
1560490534;6585
1560483949;180492
1560303457;6583
1560296874;6584
1560290290;6584
1560283706;6584
1560277122;191652
1560085470;4327
1560081143;6586
1560074557;6585
1560067972;6584
1560061388;274534
1559786854;6584
1559780270;6583
1559773687;6585
1559767102;43000
1559724102;6584
1559717518;6586
1559710932;6584
1559704348;6586
1559697762;83131
1559614631;6583
1559608048;6584
1559601464;6583
1559594881;6585
1559588296;467141
1559121155;6583
1559114572;6584
1559107988;93737
1559014251;6585
1559007666;6583
1559001083;6584
1558994499;6583
1558987916;328259
1558659657;6584
1558653073;6584
1558646489;6583
1558639906;6585
1558633321;144016
1558489305;6583
1558482722;6584
1558476138;6583
1558469555;6585
1558462970;154824
1558308146;6584
1558301562;6584
1558294978;150108
1558144870;6584
1558138286;6583
1558131703;6584
1558125119;6584
1558118535;74337
1558044198;6584
1558037614;6583
1558031031;6584
1558024447;5541
1558018906;125612
1557893294;91333
1557801961;6586
1557795375;6584
1557788791;6586
1557782205;161001
1557621204;6586
1557614618;238771
1557375847;6584
1557369263;6584
1557362679;143535
1557219144;6585
1557212559;6585
1557205974;89368
1557116606;6583
1557110023;6584
1557103439;6583
1557096856;6584
1557090272;150840
1556939432;6583
1556932849;6584
1556926265;6584
1556919681;6583
1556913098;48621
1556864477;389
1556864088;2332
1556861756;6583
1556855173;34285
1556820888;2025
1556818863;6
1556818857;48439
1556770418;6586
1556763832;92815
1556671017;6583
1556664434;6585
1556657849;6583
1556651266;57827
1556593439;6583
1556586856;6584
1556580272;6585
1556573687;245088
1556328599;6584
1556322015;6584
1556315431;6584
1556308847;6585
1556302262;528
1556301734;38
1556301696;172153
1556129543;110359
1556019184;137516
1555881668;347112
1555534556;6585
1555527971;6585
1555521386;6585
1555514801;6586
1555508215;10
1555508205;496460
1555011745;30
1555011715;261
1555011454;256
1555011198;1431
1555009767;91
1555009676;292
1555009384;58121
1554951263;6586
1554944677;73929
1554870748;6585
1554864163;6584
1554857579;6584
1554850995;66956
1554784039;6584
1554777455;6583
1554770872;6584
1554764288;80499
1554683789;6585
1554677204;6585
1554670619;6583
1554664036;6584
1554657452;46240
1554611212;6584
1554604628;6583
1554598045;6584
1554591461;6583
1554584878;66721
1554518157;6583
1554511574;6584
1554504990;6583
1554498407;6584
1554491823;56808
1554435015;429
1554434586;11342
1554423244;6583
1554416661;6584
1554410077;6585
1554403492;6585
1554396907;138812
1554258095;6584
1554251511;6584
1554244927;6583
1554238344;6584
1554231760;36
1554231724;1628
1554230096;62410
1554167686;6584
1554161102;6584
1554154518;6584
1554147934;6583
1554141351;56938
1554084413;6584
1554077829;6583
1554071246;6584
1554064662;306880
1553757782;6273
1553751509;6208
1553745301;6560
1553738741;36
