1553738705;8365
1553730340;918
1553729422;70421
1553659001;6583
1553652418;6584
1553645834;6583
1553639251;6571
1553632680;142323
1553490357;6584
1553483773;6583
1553477190;6584
1553470606;6568
1553464038;48329
1553415709;6266
1553409443;100891
1553308552;5837
1553302715;5796
1553296919;5798
1553291121;62947
1553228174;5805
1553222369;5831
1553216538;5798
1553210740;48363
1553162377;5784
1553156593;5802
1553150791;5968
1553144823;74507
1553070316;6586
1553063730;6584
1553057146;6584
1553050562;83881
1552966681;6584
1552960097;6584
1552953513;6584
1552946929;6585
1552940344;57255
1552883089;6585
1552876504;6585
1552869919;6585
1552863334;6585
1552856749;58874
1552797875;6584
1552791291;6584
1552784707;6584
1552778123;6583
1552771540;29601
1552741939;6585
1552735354;6585
1552728769;6585
1552722184;6584
1552715600;91440
1552624160;6585
1552617575;6583
1552610992;6584
1552604408;6584
1552597824;1812
1552596012;43519
1552552493;29
1552552464;2458
1552550006;107893
1552442113;6584
1552435529;6584
1552428945;6583
1552422362;2988
1552419374;56
1552419318;59694
1552359624;6583
1552353041;6584
1552346457;6584
1552339873;84973
1552254900;6584
1552248316;145704
1552102612;6585
1552096027;6584
1552089443;6583
1552082860;6583
1552076277;58352
1552017925;6583
1552011342;6583
1552004759;6584
1551998175;6584
1551991591;148785
1551842806;6584
1551836222;6583
1551829639;6584
1551823055;6583
1551816472;58548
1551757924;6585
1551751339;6584
1551744755;6583
1551738172;6585
1551731587;6586
1551725001;1773
1551723228;152569
1551570659;64861
1551505798;6584
1551499214;6583
1551492631;6584
1551486047;6584
1551479463;26238
1551453225;6585
1551446640;6584
1551440056;6582
1551433474;74659
1551358815;6584
1551352231;6586
1551345645;6586
1551339059;100155
1551238904;6583
1551232321;6584
1551225737;6583
1551219154;6584
1551212570;15066
1551197504;3778
1551193726;6586
1551187140;6584
1551180556;6585
1551173971;6585
1551167386;6585
1551160801;88608
1551072193;6583
1551065610;6584
1551059026;6583
1551052443;6584
1551045859;5
1551045854;55588
1550990266;6584
1550983682;6583
1550977099;6584
1550970515;6584
1550963931;36724
1550927207;6586
1550920621;6584
1550914037;6585
1550907452;6586
1550900866;62060
1550838806;6583
1550832223;6585
1550825638;6585
1550819053;6585
1550812468;35510
1550776958;34383
1550742575;6585
1550735990;6585
1550729405;6585
1550722820;86351
1550636469;6584
1550629885;6583
1550623302;6584
1550616718;6585
1550610133;152417
1550457716;6585
1550451131;6585
1550444546;6585
1550437961;6585
1550431376;43291
1550388085;6585
1550381500;106492
1550275008;6583
1550268425;6583
1550261842;6585
1550255257;24324
1550230933;6585
1550224348;6585
1550217763;6585
1550211178;60941
1550150237;5783
1550144454;6583
1550137871;6583
1550131288;6584
1550124704;6584
1550118120;64640
1550053480;6585
1550046895;6585
1550040310;6585
1550033725;95224
1549938501;6584
1549931917;6583
1549925334;6584
1549918750;6583
1549912167;42280
1549869887;6584
1549863303;6583
1549856720;6584
1549850136;6584
1549843552;17916
1549825636;5258
1549820378;6584
1549813794;6586
1549807208;6584
1549800624;6586
1549794038;24800
1549769238;6584
1549762654;6583
1549756071;6584
1549749487;8882
1549740605;44942
1549695663;3733
1549691930;1549691930
